UTC Time,Measure,Region,Value
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
